video_title,comment_text,comment_author,comment_date,comment_likes,comment_reply_count
LUCAS FINK - Podpah #620,"Mlk é monstro demais!! Desejando que está conexão ai aconteça, Red Bull x Podpah, Nazaré, atletas br, resenha..",Fábio Henrique,2023-05-27T01:18:02Z,38,N/A
LUCAS FINK - Podpah #620,"sou amigo próximo do Lucas e posso dizer que ele é toda essa humildade, menor é brabo! ❤",Andre Brito,2023-05-27T04:16:37Z,14,N/A
LUCAS FINK - Podpah #620,*COMEÇA: **6:20*,Always Sad,2023-05-27T00:09:23Z,9,N/A
LUCAS FINK - Podpah #620,Fink é um monstro do esporte!!,Felipe Guimarães,2023-05-27T03:10:35Z,8,N/A
LUCAS FINK - Podpah #620,Fink é brabo demais!!!,Bárbara Leandro,2023-05-27T01:57:02Z,7,N/A
LUCAS FINK - Podpah #620,senti os manos um pouco incomodados nao sei pq man,gabriel vinicius,2023-05-27T03:28:19Z,6,N/A
LUCAS FINK - Podpah #620,"Lucas nao é filho do Mario Maluco não. è filho do woody Harrelson. Taquispariu, igual.",Chris Magna,2023-05-27T01:38:23Z,6,N/A
LUCAS FINK - Podpah #620,Fink é brabo ia ser mto bom ver vcs em Nazaré,SCAR,2023-05-27T04:26:13Z,5,N/A
LUCAS FINK - Podpah #620,"Episodio incrível! Tragam mais personalidades do surf, por favor ♥️",Ana Paula Cardoso,2023-06-02T20:00:54Z,4,N/A
LUCAS FINK - Podpah #620,"Gatissimo, super talentoso e simpático. Esse homem representa muito!!🗣️",べカ(beca),2023-05-28T00:33:24Z,4,N/A
VALENTINA BANDEIRA - Podpah #619,A Valen PRECISA participar do rango brabo,Eduarda Pereira Vanderlei,2023-05-26T01:36:50Z,3539,N/A
VALENTINA BANDEIRA - Podpah #619,Ta faltando um quadro com mulheres no Pod e a Valen seria uma otima representante,ana julia,2023-05-26T19:12:31Z,2557,N/A
VALENTINA BANDEIRA - Podpah #619,Se a valen tivesse um programa no pod pah seria coisa linda,Gabriel Santos,2023-05-26T02:08:03Z,1733,N/A
VALENTINA BANDEIRA - Podpah #619,Se a valen for em 1 milhão de poadcasts eu vou ouvir todos,Emily Sabrina,2023-05-26T05:10:23Z,1185,N/A
VALENTINA BANDEIRA - Podpah #619,Pra mim a melhor confirmação de quando um episódio é bom é quando eles puxam uma música do nada e cantam batendo palma 🤣🤣🤣,Kr 13,2023-05-26T18:56:31Z,677,N/A
VALENTINA BANDEIRA - Podpah #619,Meu deus eu tô completamente apaixonada pela valen e posso passar todas as horas do meu dia ouvindo ela falar,kari leitemberg,2023-05-26T03:32:24Z,615,N/A
VALENTINA BANDEIRA - Podpah #619,"Acho mt interessante a consciência de classe da Valen, pq querendo ou não ela nasceu da elite",Nalanda Queiroz,2023-05-30T21:12:35Z,581,N/A
VALENTINA BANDEIRA - Podpah #619,VALEN NO RANGO BRABO POR FAVOOOOOOOOOR não existe ninguém com uma conexão melhor que Valen e Defante,Nathália Borges,2023-05-27T14:24:12Z,415,N/A
VALENTINA BANDEIRA - Podpah #619,PROGRAMA DE DATE E AZARAÇÃO COM A VALENTINA POR FAVOR,Henrique Jobert,2023-05-26T05:57:10Z,357,N/A
VALENTINA BANDEIRA - Podpah #619,"virei cadelinha da Valen, essa mulher tem uma personalidade surreal de incrível",Jenifer Ribeiro,2023-05-28T19:22:46Z,320,N/A
MARI FERNANDEZ - Podpah #618,"Waguinho Elite Cds é inspiração aqui pra quem quer empreender e lançar artista, análise de caso de sucesso com a Mari Fernandes 👏🏻👏🏻👏🏻",Arlindo Orlando,2023-05-25T13:36:33Z,69,N/A
MARI FERNANDEZ - Podpah #618,"A Mari Fernandez, é tudo de bom e carismática bem alegre e sabe conversar assim bem naturalmente sem forçar e bem satisfatório de escutar ela falando. Podpah tá de parabéns! Amei❤\n\nSou grande fã da Mari ❤🤩",Rivertton Plate,2023-05-27T06:20:42Z,31,N/A
MARI FERNANDEZ - Podpah #618,Começa nos 08:05,Thiarles Almeida,2023-05-25T00:11:00Z,28,N/A
MARI FERNANDEZ - Podpah #618,"Eu amo assistir todas as entrevistas dela, ela é muito inspiração pra quem sonha em deixar de ter uma vida comum e viver do seu sonho!",Lidio Mateus,2023-05-26T00:34:05Z,24,N/A
MARI FERNANDEZ - Podpah #618,A melhor ❤❤❤❤ orgulho de ter cantores tão bons no nosso forró.,Marcos Alexandre,2023-05-25T03:15:46Z,17,N/A
MARI FERNANDEZ - Podpah #618,"Que história ! Impossível não se emocionar com ela , merecedora de tudo e muito mais",Pedro,2023-05-26T19:11:17Z,14,N/A
MARI FERNANDEZ - Podpah #618,"Mari é um fenômeno de simpatia e sucesso. Merece tudo que vem acontecendo em sua vida, sempre com muita luta no caminho ❤",danielvictor Soares,2023-05-25T03:16:32Z,13,N/A
MARI FERNANDEZ - Podpah #618,"Que história de superação!! Mari, sucesso para você!! Show de humildade ❤",Evelyn Chaves,2023-05-25T21:43:34Z,12,N/A
MARI FERNANDEZ - Podpah #618,memorável esse show dela e do nattan em tamboril-ce. ❤️,Erica Oliveira,2023-05-25T11:38:29Z,11,N/A
MARI FERNANDEZ - Podpah #618,A melhor 👏🏻👏🏻👏🏻,Lucas de Castro,2023-05-25T00:25:16Z,11,N/A
RODRIGUINHO - Podpah #617,ESPERANDO THIAGUINHO IR NO PODPAH 😢,gisela nery,2023-05-24T12:30:52Z,153,N/A
RODRIGUINHO - Podpah #617,Rodriguinho simplesmente a Lenda do pagode 🎼🎼🎼,Renan Queiros,2023-05-25T02:34:06Z,65,N/A
RODRIGUINHO - Podpah #617,"Toda vez que vejo vocês, sinto uma coisa diferente",Marcel Lopes,2023-05-24T03:00:20Z,38,N/A
RODRIGUINHO - Podpah #617,Rodriguinho é fod@ !! Marcou infância e adolescência.,jefferson Brito,2023-05-25T23:13:14Z,35,N/A
RODRIGUINHO - Podpah #617,Um dos melhores podcast que já assisti!! Rodriguinho é f@da 👏🏽,Breno Fellipe,2023-06-02T14:34:06Z,34,N/A
RODRIGUINHO - Podpah #617,"Rodriguinho e os travessos, amo todas as músicas. Trilha sonora da minha vida🛹🎤❤️",Rapper Marcio BT,2023-05-24T11:35:45Z,34,N/A
RODRIGUINHO - Podpah #617,"Rodriguinho é o bicho, cara, que saudades. Eu tenho 27 anos e cresci ouvindo tudo isso.",Ronald Ericles,2023-05-25T12:59:13Z,29,N/A
RODRIGUINHO - Podpah #617,unico podcast que eu consegui ver completo... rodriguinho  é lenda,MC DOG DOG OFICIAL,2023-05-29T11:07:54Z,25,N/A
RODRIGUINHO - Podpah #617,🖤.💛 5:33,Samuka Monteiro,2023-05-24T00:16:55Z,16,N/A
RODRIGUINHO - Podpah #617,Caralho monstro sagrado da música brasileira. Ídolo demaisssssssssssss,Wedkim Pedro Batista,2023-06-09T17:39:26Z,10,N/A
RODRIGO FARO - Podpah #616,"caraca, não conhecia a história do rodrigo faro. entrevista sensacional, homem focado e inspirador",EI MINE,2023-05-23T19:01:12Z,770,N/A
RODRIGO FARO - Podpah #616,Na moral chamem ele quando tiver perto do filme lançar,Luigi Cantelli,2023-05-23T00:39:49Z,521,N/A
RODRIGO FARO - Podpah #616,"Pra mim tá no top 10 ep desse caralha de podcast, tô acreditando no que aconteceu não 😂",Gabriel Soares,2023-05-23T01:35:53Z,208,N/A
RODRIGO FARO - Podpah #616,Defante: seu pai é pedreiro?\nA: não \nDefante: então eu vou ficar com minha laje por fazer,Telador LIVES,2023-05-23T04:18:04Z,198,N/A
RODRIGO FARO - Podpah #616,"Incrível, cara.   Rodrigo Faro fez minha infância! obrigado por trazerem ele!",DANOG,2023-05-23T05:30:27Z,190,N/A
RODRIGO FARO - Podpah #616,Meu Deus  eu ri de mais 🤣🤣🤣,Andre Manto,2023-05-25T09:18:12Z,146,N/A
RODRIGO FARO - Podpah #616,"Um dos melhores episódios que já assisti, leve demais, ri demais também, sensacional, Rodrigo Faro inspirador!",Joice Helena Sbravatti Fernandes,2023-05-26T14:47:37Z,123,N/A
RODRIGO FARO - Podpah #616,Rodrigo faro era a diversão do final de semana... \nCara que saudades do programa antigo..,Tiago Xavier,2023-05-23T04:58:17Z,82,N/A
RODRIGO FARO - Podpah #616,Ver a humildade do Faro falando da vida dele... É uma tremenda lição.,KEGOS Diversidades,2023-06-03T04:49:17Z,81,N/A
RODRIGO FARO - Podpah #616,"Gosto muito do Rodrigo faro😊😊\nCara simples, divertido e muito engraçado e inteligente. Parabéns meninos arrasaram cm sempre na entrevista ❤❤❤",edna manoel,2023-05-23T07:54:11Z,68,N/A
CYNTHIA LUZ - Podpah #615,"Essa mulher é incrível! Uma das vozes femininas mais lindas! Pra mim, ""No mundo da Lua"" é um hino! Que encontro lindo dela c o Froid! ❤️👏👏👏👏👏",Wanessa Lopes,2023-05-21T01:21:20Z,173,N/A
CYNTHIA LUZ - Podpah #615,"Inspiração e motivação diária, satisfação demais viver na mesma epoca que essa mulher incrível",jessica aline,2023-05-20T12:07:47Z,107,N/A
CYNTHIA LUZ - Podpah #615,"Cynthia realmente é Luz. Cantora incrível, vibe maravilhosa e mulherão da porra.",Damares Kemilly de Castro Rosa,2023-05-25T12:11:16Z,55,N/A
CYNTHIA LUZ - Podpah #615,Vida longa Cynthia Luz 💥 depois desse ep até voltei a maratonar os álbuns dela :) que mulher incrível!,Marcela Carvalho,2023-05-22T17:00:24Z,29,N/A
CYNTHIA LUZ - Podpah #615,"Um dos melhores episódios, COM CERTEZAAAAA!!! ❤",Liége Oliveira,2023-05-20T17:41:19Z,26,N/A
CYNTHIA LUZ - Podpah #615,De fato foi um episódio lindo!,Pedro Costa,2023-05-20T18:56:08Z,21,N/A
CYNTHIA LUZ - Podpah #615,"Tão ligados que ela é nosso patrimônio cultural, histórico e maravilhoso ❤",Thamara Nathiély,2023-05-21T15:08:59Z,18,N/A
CYNTHIA LUZ - Podpah #615,Cynthia Luz é simplesmente uma perfeição !,ZECK,2023-05-20T12:56:05Z,17,N/A
CYNTHIA LUZ - Podpah #615,Essa mulher é simplesmente maravilhosa,Júlia Magnani,2023-05-20T01:46:07Z,17,N/A
CYNTHIA LUZ - Podpah #615,"Gente amoo cys ✨ Ela faz jus ao nome luz,amo demais ❤",Yasmin Cardoso,2023-05-20T01:35:58Z,15,N/A
BARBIXAS - Podpah #614,"Cara, eu NUNCA me canso de ver os barbixas em qualquer lugar. No podpah melhor ainda",Richard Bruno,2023-05-19T12:23:15Z,1627,N/A
BARBIXAS - Podpah #614,Quero Barbixas no Rango Brabo ❤,Deise Ferraz,2023-05-19T05:21:52Z,1489,N/A
BARBIXAS - Podpah #614,Dani:🗣️\nAndi:🗣️\nElídio:🍗😋,Victor Fanático,2023-05-22T17:08:18Z,1413,N/A
BARBIXAS - Podpah #614,Elídio melhor garoto propaganda do outback possível,Gabriel Saraiva,2023-05-19T00:41:14Z,1309,N/A
BARBIXAS - Podpah #614,Elidio tirando a barriga da miséria 😂,Regina Andrade,2023-05-21T02:14:25Z,773,N/A
BARBIXAS - Podpah #614,"Mano, 51 minutos e o Elidio ainda nao parou de comeeeer 😅",Verônica Guimarães,2023-05-24T00:51:50Z,400,N/A
BARBIXAS - Podpah #614,Não tem um podcast aonde os Barbixas estejam que eu não assista. Eles são os melhores!!,LLNP,2023-05-19T18:14:44Z,371,N/A
BARBIXAS - Podpah #614,"esses cara são engraçados demais, isso é comediante de verdade, eles deviam ser mais reconhecidos",Thales,2023-05-19T16:33:09Z,308,N/A
BARBIXAS - Podpah #614,"Eu sou chatinha pra humor, não rio de qualquer coisa. E com barbixas, eu CHORO e dou risada ALTO ao ponto de já terem interfonado pro meu apto por estar incomodando 23h da noite (JURO) hahahahhaha sensacionais!!!!!",Patrícia Mór,2023-05-20T15:05:38Z,287,N/A
BARBIXAS - Podpah #614,"barbixas é incrível demais pqp, assisto desde 2012 🥹",Robner Oliveira,2023-05-19T04:41:52Z,241,N/A
NALDO BENNY - Podpah #613,Um vídeo tão top! conteúdo serio e muito interessante. momentos emocionantes! mas tem gente tão pobre de espírito que não consegue assistir algo bom e vem falar de piada e zombaria. cresce mulekes,Madson Carvalho,2023-05-18T04:05:17Z,337,N/A
NALDO BENNY - Podpah #613,"Parabéns Naldo, palmas pela sua trajetória, espero que vc volte a fazer muito sucesso musicalmente.",João Lucas S de Caldas,2023-05-18T04:36:01Z,128,N/A
NALDO BENNY - Podpah #613,"Se as histórias do Naldo fossem contadas pelo Luciano Huck, ninguém duvidaria.",Handrey Pereira Rodrigues,2023-05-19T00:11:59Z,111,N/A
NALDO BENNY - Podpah #613,A história do Will é verídica e documentada,Sergio Vitor,2023-05-19T15:33:43Z,91,N/A
NALDO BENNY - Podpah #613,Naldo amarelou na luta contra Popó. Foi agitador e vacilão! Gosto das músicas mas fala demais kk,nafrequencia,2023-05-18T01:12:43Z,91,N/A
NALDO BENNY - Podpah #613,"Gostei dele! Naldo continua assim alegre, forte e com essa autoestima que falta para tantos de nós.",Bárbara Gomes,2023-05-18T12:58:28Z,82,N/A
NALDO BENNY - Podpah #613,Naldo é brabo,Adryan Pedro,2023-05-18T00:48:15Z,76,N/A
NALDO BENNY - Podpah #613,Episódio acima da média!!!,UM PRETO NO TOPO,2023-05-18T03:40:06Z,73,N/A
NALDO BENNY - Podpah #613,"100 mil visualizações em 1 minuto, Naldo é lenda😎",Gato samurai,2023-05-18T00:51:19Z,61,N/A
NALDO BENNY - Podpah #613,Eu acredito nele.,R.Douglas Silva,2023-05-18T00:57:19Z,51,N/A
JÔ & MAICON - Podpah #612,Jô tava com medo do microfone?,Érico Magalhães,2023-05-17T02:30:32Z,96,N/A
JÔ & MAICON - Podpah #612,Não dá pra ouvir nada,GGEORGE SANTIAGO,2023-05-17T00:21:11Z,39,N/A
JÔ & MAICON - Podpah #612,Saudades Jo !!! Obrigado pelo 2017 incrível !!,renan silva,2023-05-17T23:17:47Z,36,N/A
JÔ & MAICON - Podpah #612,"Melhor episódio do podpah da semana, fazia tempo que não se divertia Maicon um craque injustiçado merecia uma copa!!",Kaio Vinicius,2023-05-18T04:18:48Z,20,N/A
JÔ & MAICON - Podpah #612,Gosto demais do Jô. Que saudade desse cara,Linekher de Andrade,2023-05-19T02:45:11Z,13,N/A
JÔ & MAICON - Podpah #612,Título do Galo é milagre de Deus! Surreal,Wagner Gustavo,2023-05-17T05:24:56Z,12,N/A
JÔ & MAICON - Podpah #612,"Jô cê é idolo, volta pro corica pelo amor de deus ajuda nois, a gente deixa vc ir pra balada na sexta e voltar terça-feira, mas da uma força ai namoral",v l o n e bøy,2023-05-17T00:17:44Z,12,N/A
JÔ & MAICON - Podpah #612,Rapaziada tinha que orientar os convidados a aproximar do microfone.,EnemyDown,2023-05-17T17:22:19Z,10,N/A
JÔ & MAICON - Podpah #612,🖤.💛 3:44,Samuka Monteiro,2023-05-17T00:19:16Z,10,N/A
JÔ & MAICON - Podpah #612,"Jô vc jogou mt em 2017, na raça!",Lucas Costa,2023-05-19T21:26:54Z,8,N/A
PAULO ANDRÉ - Podpah #611,"Teve um participante do bbb23 que assediou uma pessoa, tá sendo investigado pelo crime, e é aclamado aqui fora. PA nunca fez nada errado e recebe hate por nada.",Paula,2023-05-16T02:06:45Z,265,N/A
PAULO ANDRÉ - Podpah #611,Paulo André é diferente dos iguais não tem jeito EU AMO MLK❤,Rosangela,2023-05-16T00:10:36Z,50,N/A
PAULO ANDRÉ - Podpah #611,"Distorcem muitas coisas sobre ele. A fama tem seu bônus e ônus, sempre. Continue brilhando PA, te desejo muito sucesso e conquistas 👏",Paula,2023-05-16T01:48:36Z,43,N/A
PAULO ANDRÉ - Podpah #611,MTO FODAA...o PA e os mlk são muita resenha!!! 🥋🤍,guilherme rodrigues,2023-05-16T00:27:52Z,38,N/A
PAULO ANDRÉ - Podpah #611,"PA cê é demais, véi. Força pra lidar com essa gente amargurada e sem luz.",Guizão Vale,2023-05-16T19:52:02Z,31,N/A
PAULO ANDRÉ - Podpah #611,"P.a é humildade, trombei ele saindo do trampo na nba house, mano sangue bom! 🤟",jovem blues,2023-05-16T17:06:13Z,28,N/A
PAULO ANDRÉ - Podpah #611,"PA que resenha leve e necessária. Siga no seu foco, na sua caminhada que está no caminho certo. ❤",close Paulo André 🏁,2023-05-16T03:38:24Z,27,N/A
PAULO ANDRÉ - Podpah #611,PA gente boa demais! 👏🏻👏🏻👏🏻👏🏻👏🏻,vitória cristina silva carneiro,2023-05-16T00:24:09Z,27,N/A
PAULO ANDRÉ - Podpah #611,achei q ia ter dois seguranças do lado dele na entrevista,Danilo Pereira,2023-05-16T00:58:26Z,23,N/A
PAULO ANDRÉ - Podpah #611,não soube ter carisma e humildade no meio artístico e teve que voltar pro esporte,Victor Oliveira,2023-05-16T00:13:10Z,23,N/A
PAPO FURADO NO RJ - Podpah #610,Uma semana de podpah com os integrantes do podpah. Seria a melhor semana possível,Eniows Dj,2023-05-07T12:17:17Z,76,N/A
PAPO FURADO NO RJ - Podpah #610,Chefesss!! Bom trabalho pra vcs!! Tô daqui torcendo pra dar tudo certo ❤,Jessica Lessa,2023-05-05T00:42:11Z,41,N/A
PAPO FURADO NO RJ - Podpah #610,Poze no podpah!!!,Esmeraldino Boladão B13,2023-05-05T00:25:21Z,36,N/A
PAPO FURADO NO RJ - Podpah #610,"A crise dos play ter que dirigir 1h todo dia, não tá fácil mesmo!",Ismar Fernandes,2023-05-05T00:56:01Z,31,N/A
PAPO FURADO NO RJ - Podpah #610,Trem bala do RJ NO PODPAH! POZE DO RODO ✌🏽,Esmeraldino Boladão B13,2023-05-05T00:25:45Z,30,N/A
PAPO FURADO NO RJ - Podpah #610,🖤.💛 5:55,Samuka Monteiro,2023-05-05T00:25:28Z,29,N/A
PAPO FURADO NO RJ - Podpah #610,Fé que um dia terá um ep meu no Podpah…❤,Jovem Risada,2023-05-05T18:21:22Z,12,N/A
PAPO FURADO NO RJ - Podpah #610,Eu espero muito desse festival 🎉,Renata Penha,2023-05-05T03:43:57Z,9,N/A
PAPO FURADO NO RJ - Podpah #610,Sumiu os show,Larissa Barbosa Matos Peixoto,2023-05-06T16:06:35Z,7,N/A
PAPO FURADO NO RJ - Podpah #610,eu amo esses dois mano pqp,"Salve, Trap-Funk! ♪",2023-05-08T00:42:05Z,6,N/A
SEMENZATO - Podpah #609,Tragam mais empresários de sucesso. São sempre os melhores episódios!,T. Louback,2023-05-05T01:20:41Z,327,N/A
SEMENZATO - Podpah #609,Semenzato não ta pra brincadeira. Não deixa nem os guri falar nada,Maikon,2023-05-04T01:07:50Z,274,N/A
SEMENZATO - Podpah #609,"Isso que é conteúdo, tragam mais pessoas nessa linha, vocês entregam muita informação pra jovens, precisamos disso!!",Daniel Oliveira,2023-05-05T14:43:47Z,128,N/A
SEMENZATO - Podpah #609,Esse homem é uma referência! Valores e conceitos de um verdadeiro homem!,Fernando Marques,2023-05-04T04:51:58Z,75,N/A
SEMENZATO - Podpah #609,"Mano, isso não é uma entrevista, é uma aula, é um vídeo motivacional, é um ganho de conhecimento absurdo. Aulas!",Lucas Lima,2023-05-09T03:01:33Z,69,N/A
SEMENZATO - Podpah #609,Amo esses eps com gente que é bem sucedida e faz algo pra ajudar outros a serem bem sucedidos tmb,Yngrid Lopes,2023-05-04T20:01:15Z,61,N/A
SEMENZATO - Podpah #609,Que episódio enriquecedor! Obrigado gordolas é grande cemenza! Meu tutu favorito!❤,Gustavo Gomes,2023-05-04T01:36:40Z,38,N/A
SEMENZATO - Podpah #609,Entrou no top 5 de melhores episódios!,Douglas Bruno,2023-05-04T00:30:48Z,35,N/A
SEMENZATO - Podpah #609,Ninguém fica milionário sem explorar outros. A riqueza tem que ficar com que trabalha.,Marco Salgado,2023-05-04T00:35:39Z,33,N/A
SEMENZATO - Podpah #609,"Sou da cidade de Lins. Abrimos uma lojinha de Salgado época da pandemia e já pensei em desistir várias vezes... mas depois dessa aula, vou continuar com meu sonho de ter uma grande franquia MILZA SALGADOS. Não vou desistir agora e chegar longe. Muito obrigado pela aula Semenzato",Gean Carlos,2023-05-17T14:55:58Z,21,N/A
FEFE - Podpah #608,"ficaria por horas ouvindo fefe falando, os meninos arrasaram mais uma vez... ❤️❤️❤️",Iris de Andrade Silva,2023-05-03T01:07:55Z,195,N/A
FEFE - Podpah #608,PodPah criminal com a Fefe!!!!  Perfeita,Patricia RSantos,2023-05-03T03:47:04Z,119,N/A
FEFE - Podpah #608,podpah da produção nunca???,João Vitor,2023-05-03T13:23:03Z,89,N/A
FEFE - Podpah #608,"Quando entra esse spoky na conversa, perde toda a credibilidade, pq todo mundo ja sabe que ele é um charlatão",Lucas Leandro,2023-05-03T05:41:42Z,61,N/A
FEFE - Podpah #608,Fiz figuração no filme do mamonas assassinas e realmente isso aconteceu!,Pedro Henrique,2023-05-03T18:08:31Z,44,N/A
FEFE - Podpah #608,"2 hrs vendo vcs comendo bis e passando bis na TV, me deu vontade de comer bis...Parabéns Bis 🤦‍♀️",Canal Desabafando,2023-05-10T17:59:13Z,37,N/A
FEFE - Podpah #608,Queremos um podcast com Mike Baguncinha,lucas santos,2023-05-03T13:50:27Z,36,N/A
FEFE - Podpah #608,incrível demais ameii,mari rochel,2023-05-03T00:40:46Z,28,N/A
FEFE - Podpah #608,Chamem a Márcia sensitiva eu emploro😂,ASamaraAlves Silva,2023-05-03T20:56:34Z,27,N/A
FEFE - Podpah #608,"que Deus me livre da inveja, que mulher bonita",gato gordo ,2023-05-06T02:43:08Z,22,N/A
SARAH ALINE - Podpah #607,"Tragam Domitila, Alface e Black por favor!!!!!",Samuka Lopes,2023-05-02T00:38:55Z,589,N/A
SARAH ALINE - Podpah #607,É tão bom ouvir ela falando,regina,2023-05-02T00:27:57Z,263,N/A
SARAH ALINE - Podpah #607,"Sarah Aline linda, inspiradora, admirável! ♡",Bárbara Nunes,2023-05-02T00:22:51Z,223,N/A
SARAH ALINE - Podpah #607,"Sarah é tão charmosa, muito inteligente e divertida. A única vencedora possível pra mim.","Lobo Mau, Mystique",2023-05-02T11:11:21Z,216,N/A
SARAH ALINE - Podpah #607,"Amo muito a Sarinhah, adorava ouvir ela falar no bbb, queria muito que tivesse ganhado. Aquele pódio foi uma catástrofe!",Marcos,2023-05-02T12:01:50Z,159,N/A
SARAH ALINE - Podpah #607,Ouvir a sarinha falando é um prazer enorme,Biel de Souza,2023-05-02T02:08:23Z,119,N/A
SARAH ALINE - Podpah #607,Essa mina é BRABA DEMAIS! Que mulher incrível!,Raquel Fernandes,2023-05-02T04:27:38Z,110,N/A
SARAH ALINE - Podpah #607,Sara é o exemplo do quão importante é o estudo. Ohhh mulher Inteligente 👏👏👏👏👏👏👏👏👏👏👏,emanuela almeida,2023-05-02T13:28:23Z,103,N/A
SARAH ALINE - Podpah #607,"Foi incrível Sarinha, é sempre um prazer te ouvir, cada vez mais admirada! 💖",Karoline Nascimento,2023-05-02T01:03:02Z,99,N/A
SARAH ALINE - Podpah #607,Sarah Aline Maravilhosa ❤,Jonas gomes,2023-05-02T00:16:59Z,77,N/A
RODRIGO SANT'ANNA - Podpah #606,"Grande Gustavo Lima, muito show",Árbio Lima,2023-04-29T01:12:04Z,221,N/A
RODRIGO SANT'ANNA - Podpah #606,Nem assisti mas já achei pouco tempo de entrevista. Rodrigo é um monstro do humor.,Flávio In The Sky,2023-04-30T00:57:24Z,88,N/A
RODRIGO SANT'ANNA - Podpah #606,Você é um ator maravilhoso. Muitas bênçãos em sua vida.,Fatima de Souza,2023-04-29T15:47:31Z,48,N/A
RODRIGO SANT'ANNA - Podpah #606,"Rodrigo é sensacional! Precisa ir mais em podcast, essa forma engraçada é natural de contar as história é maravilhoso! 👏🏻👏🏻👏🏻👏🏻",Kelly Souza Saito,2023-05-01T11:44:47Z,39,N/A
RODRIGO SANT'ANNA - Podpah #606,"naquela época? amigos, UM MILHÃO de visualizações muda a história de um canal ou artista na hora... é MUITA coisa... até hoje.",Fabio D´Lorian,2023-04-29T22:27:00Z,26,N/A
RODRIGO SANT'ANNA - Podpah #606,Tem que ter mais temporada da Sogra emmmm,Pamela Ferreira,2023-05-01T18:18:53Z,23,N/A
RODRIGO SANT'ANNA - Podpah #606,“A sogra” é muito boa!! Adoro os trabalhos do Rodrigo❤,Sylvia In Japan,2023-05-08T07:27:29Z,17,N/A
RODRIGO SANT'ANNA - Podpah #606,"Eu amo esse cara, muitooooo ♥️♥️♥️",Jessica Santana,2023-05-02T07:35:56Z,17,N/A
RODRIGO SANT'ANNA - Podpah #606,Sei lá esse spisódio,Matheus Gimenes,2023-04-29T00:04:04Z,15,N/A
RODRIGO SANT'ANNA - Podpah #606,Rodrigo Santana é show ❤,João Marcos,2023-05-02T05:04:30Z,14,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,"lucas mandou muito bem sendo a primeira vez dele no podpah, eu achei incrível",Mykael,2023-04-28T01:23:49Z,2825,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,Sempre dando espaço pra quem tá começando! Ótimo trabalho podpah,Gabriel Schipani,2023-04-28T02:03:01Z,1474,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,"Top demais. Esperei quase 3 anos pelo Lucas no programa. Obg por isso!,",Leandro Betim,2023-04-28T15:05:32Z,837,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,Rango Brabo com inutilismo pra ontem!,Patrick J.,2023-04-28T02:19:18Z,690,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,Mto legal vê a primeira participação do Lucas em podcast! S2,theteu12 plak,2023-04-28T04:50:05Z,566,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,"Fazia um tempo em que não assistia um podpah inteiro, Lucas nunca decepciona",Matheus de Carvalho Silva,2023-04-28T15:22:06Z,250,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,na moral se tivesse 34hrs eu assistia tudo. Lucas é um cara muito fod@,Ale,2023-04-29T00:05:05Z,182,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,Tem que ter um desse uma vez por mês NO MINIMO. Mt bom episódio rapazes,Daniel Menezes,2023-05-01T03:30:08Z,102,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,Lucas humilde demais em estrear num podcast de quem tá começando.,Petrowz,2023-05-05T09:02:23Z,69,N/A
DEBATES INUTEIS COM LUCAS INUTILISMO - Podpah #605,esses pra mim são os melhores episódios pqp,flexin Bro,2023-04-28T04:01:55Z,67,N/A
FUNKY BLACK CAT - Podpah #604,Funky continua desempregado até hoje. Ícone demais.,Diego Perreira,2023-04-27T00:04:04Z,962,N/A
FUNKY BLACK CAT - Podpah #604,"Orgulho do funky, que cara gente boa, fez grande parte da minha infância e faz até hoje, sou fã. ❤",SouzaSoul,2023-04-26T23:58:31Z,743,N/A
FUNKY BLACK CAT - Podpah #604,Cbum no Podpah? q isso. Esses caras estão cada dia maiores. Show de bola!,Licurgo Martins,2023-04-27T00:12:48Z,471,N/A
FUNKY BLACK CAT - Podpah #604,Desconfie do caráter de alguém que não goste do Funky.,DaltonJrGalo,2023-04-27T23:52:04Z,160,N/A
FUNKY BLACK CAT - Podpah #604,"Sou inscrito do canal do Funky desde de 2015, pra mim ele é o melhor YouTube game, obrigado,Funky por ser esse cara incrível.❤",Kevin Lukas,2023-04-27T01:05:31Z,159,N/A
FUNKY BLACK CAT - Podpah #604,Eu vejo esse cara desde 2012 10 anos já ❤ faz parte do meu amadurecimento cresci com ele,starteri,2023-04-27T00:43:11Z,126,N/A
FUNKY BLACK CAT - Podpah #604,"Único cara que eu consigo assistir gameplay hoje em dia, Funky é uma pessoa muito gente fina.",Julio Dutra,2023-05-02T19:39:40Z,65,N/A
